TYPE,WDPAID,WDPA_PID,NAME,ORIG_NAME,DESIG,DESIG_ENG,DESIG_TYPE,MARINE,STATUS_YR,age,GOV_TYPE,GOV_CAT,MANG_AUTH,ISO3,pop,logpop,veg_diversity,veg_factor,AREA,logArea,mean_access,logAccess,temp,meanbirdpop,meanmampop,meansppop,Visitation_rate,logVis
Polygon,174703,174703,Porlock Ridge & Saltmarsh,Porlock Ridge & Saltmarsh,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,1,2002,18,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,13482.38706,4.129766791,7,Grassland,1.582932634,0.199462433,27,1.431363764,10.3812499,510,41,551,#N/A,0
Polygon,136335,136335,Port Meadow With Wolvercote Common & Green,Port Meadow With Wolvercote Common & Green,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1986,34,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,262518.6169,5.419160107,7,Mosaic,1.669977454,0.222710608,1.333333333,0.124938736,10.00555579,520,0,520,#N/A,0
Polygon,139672,139672,"Porth Ceiriad, Porth Neigwl ac Ynysoedd Sant Tudwal","Porth Ceiriad, Porth Neigwl ac Ynysoedd Sant Tudwal",Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,1,1957,63,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,16523.94155,4.21811365,5,Water bodies,5.576082412,0.746329184,86.25,1.935759104,10.23636376,469,0,469,#N/A,0
Polygon,139677,139677,Porth Dinllaen i Borth Pistyll,Porth Dinllaen i Borth Pistyll,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,1,1981,39,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,19108.03233,4.281215967,6,Water bodies,1.287527754,0.109756599,76.5,1.883661435,10.1941099,525,29,554,#N/A,0
Polygon,140350,140350,Porthgwarra To Pordenack Point,Porthgwarra To Pordenack Point,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1986,34,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,10193.58185,4.008326814,6,Mosaic,1.580782331,0.198872073,84.5,1.926856709,11.27916718,0,0,0,#N/A,0
Polygon,137797,137797,Portholme,Portholme,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1984,36,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,95141.28097,4.978368994,3,Grassland,1.058946008,0.024873817,14,1.146128036,9.975000064,559,97,656,#N/A,0
Polygon,555581497,555581497,Portledge,Portledge,Nature Reserve,Nature Reserve,National,1,1938,82,Non-profit organisations,C,National Trust,GBR,68680.75583,4.836835066,5,Water bodies,3.099058683,0.4912298,46.25,1.665111737,10.18786661,429,0,429,#N/A,0
Polygon,138521,138521,Porton Down,Porton Down,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1992,28,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,121939.7122,5.086145166,6,Grassland,15.57887585,1.192536116,21,1.322219295,9.688988141,463,96,559,#N/A,0
Polygon,138543,138543,Portsmouth Harbour,Portsmouth Harbour,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,1,1992,28,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,594748.9453,5.774333681,9,Water bodies,12.63327219,1.101515853,0,0,10.79166671,578.6666667,0,578.6666667,#N/A,0
Polygon,136715,136715,Potteric Carr,Potteric Carr,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1984,36,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,257696.8736,5.41110915,4,Mosaic,1.173815567,0.069599865,0.666666667,-0.176091259,9.627777735,610,56,666,#N/A,0
Polygon,136341,136341,Povington and Grange Heaths,Povington and Grange Heaths,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1986,34,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,38399.93058,4.584330439,7,Mosaic,12.16394769,1.085074544,10.54166667,1.02290928,10.36736123,456.75,0,456.75,#N/A,0
Polygon,183424,183424,Powerstock Common & Wytherston Farm,Powerstock Common & Wytherston Farm,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,2000,20,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,29853.7526,4.474998929,3,Grassland,1.617244376,0.20877565,37,1.568201724,9.927777608,413,96.5,509.5,#N/A,0
Polygon,138226,138226,Prawle Point and Start Point,Prawle Point and Start Point,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1986,34,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,21691.37566,4.336287096,7,Mosaic,3.371466737,0.527818879,29.04041772,1.463002859,10.63055547,384.5,33,417.5,#N/A,0
Polygon,555581671,555581671,Predannack and Kynance,Predannack and Kynance,Nature Reserve,Nature Reserve,National,0,1935,85,Non-profit organisations,C,National Trust,GBR,25073.82852,4.399220651,4,Mosaic,2.184668356,0.339385518,73,1.86332286,10.96458316,409,76,485,#N/A,0
Polygon,555625685,555625685,Prees Heath Common Reserve,Prees Heath Common Reserve,Nature Reserve,Nature Reserve,National,0,1991,29,Non-profit organisations,C,Butterfly Conservation,GBR,33449.34461,4.524387613,5,Cropland,1.256266119,0.099081647,14,1.146128036,8.975000381,465,117,582,#N/A,0
Polygon,136473,136473,Prior's Park & Adcombe Wood,Prior's Park & Adcombe Wood,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1985,35,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,89050.66643,4.949637174,3,Grassland,1.010532997,0.004550499,5.5,0.740362689,9.504166603,458.5,70.5,529,#N/A,0
Polygon,139681,139681,Pumlumon (Plynlimon),Pumlumon (Plynlimon),Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1979,41,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,9518.426764,3.978565173,6,Mosaic,38.78323705,1.588644055,69.36,1.841109084,7.171888885,434.75,0,434.75,#N/A,0
Polygon,4860,4860,Purbeck,Purbeck,Heritage Coast,Heritage Coast,National,0,1981,39,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales",GBR,511249.5164,5.70863291,13,Water bodies,226.6917006,2.35543562,14.02966102,1.147047178,10.33432099,428,131,559,#N/A,0
Polygon,137929,137929,Purbeck Ridge (East),Purbeck Ridge (East),Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1999,21,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,196614.7164,5.293616021,4,Grassland,1.435170427,0.156903477,14,1.146128036,10.39666653,391,68.5,459.5,#N/A,0
Polygon,138825,138825,Purbeck Ridge (West),Purbeck Ridge (West),Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1996,24,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,38365.70855,4.583943223,5,Grassland,1.445763287,0.160097192,14.5,1.161368002,10.07916641,385,124,509,#N/A,0
Polygon,136998,136998,Puttenham & Crooksbury Commons,Puttenham & Crooksbury Commons,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1986,34,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,295046.0985,5.469889876,4,Mosaic,1.137432304,0.055925558,6,0.77815125,10.05000019,594,0,594,#N/A,0
Polygon,139688,139688,Pwll Du Head and Bishopston Valley,Pwll Du Head and Bishopston Valley,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,1,1959,61,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,141158.5606,5.149707221,3,Mosaic,1.621206238,0.209838266,5.64336529,0.751538163,10.26249981,538.6666667,0,538.6666667,#N/A,0
Polygon,135917,135917,Quendale,Quendale,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1972,48,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,2861.698413,3.456623863,3,Grassland,1.426664423,0.154321831,663.4,2.821775467,7.664999962,399,6,405,#N/A,0
Polygon,555586465,555586465,Quinag,Quinag,Wildland reserve,Wildland reserve,National,0,2005,15,Joint governance,B,John Muir Trust and Unapool Grazings Committee,GBR,574.9581941,2.759636268,7,Mosaic,34.16200145,1.533543307,183.8533333,2.264471508,7.281333319,410,57,467,#N/A,0
Polygon,136202,136202,Raasay,Raasay,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1964,56,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,694.2870623,2.841539072,8,Mosaic,7.424127873,0.870645444,197.1538462,2.294805254,8.482407384,358.5,0,358.5,#N/A,0
Polygon,139690,139690,Radnor Forest,Radnor Forest,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1982,38,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,6167.626919,3.790118095,4,Mosaic,8.268107738,0.917406127,32.75,1.515211304,7.467187434,478.75,0,478.75,#N/A,0
Polygon,140975,140975,Raf Lakenheath,Raf Lakenheath,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1992,28,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,52089.11112,4.716746946,5,Mosaic,1.108068904,0.044566767,25,1.397940009,10.0916667,678,0,678,#N/A,0
Polygon,555624771,555624771,Rahoy Hills,Rahoy Hills,Nature Reserve,Nature Reserve,National,0,1986,34,Joint governance,B,Rahoy Hills Reserve Committee,GBR,1118.076879,3.048471667,7,Mosaic,16.73331632,1.223582021,132.6571429,2.122730639,8.268571431,444,0,444,#N/A,0
Polygon,555580995,555580995,Rainham Marshes,Rainham Marshes,Nature Reserve,Nature Reserve,National,0,2000,20,Joint governance,B,"RSPB, Natural England, Landowner(s)",GBR,1016457.879,6.007089387,7,Mosaic,4.088285561,0.611541223,0.75,-0.124938737,10.85833335,565,83,648,#N/A,0
Polygon,141144,141144,Rame Head & Whitsand Bay,Rame Head & Whitsand Bay,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1996,24,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,172824.4454,5.237605172,4,Mosaic,1.608808789,0.20650443,5.71504948,0.757019995,10.66666698,0,0,0,#N/A,0
Polygon,135307,135307,Rammer Cleugh,Rammer Cleugh,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1952,68,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,14636.07017,4.165424483,4,Mosaic,4.808451228,0.682005215,29.27272727,1.466463186,7.631944497,539,0,539,#N/A,0
Polygon,139691,139691,Ramsey/Ynys Ddewi,Ramsey/Ynys Ddewi,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,1,1954,66,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,1662.335872,3.220718777,5,Mosaic,2.968473376,0.472533158,80.33333333,1.904895788,10.5444444,386.5,0,386.5,#N/A,0
Polygon,137039,137039,Ranmore Common,Ranmore Common,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1986,34,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,175337.8864,5.243875767,4,Mosaic,2.240422094,0.350329847,7.25,0.860338007,9.700000048,506,0,506,#N/A,0
Polygon,170065,170065,Rannoch Lochs,Rannoch Lochs,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,2000,20,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,373.8630926,2.572712594,3,Water bodies,3.54376647,0.549465095,101.6,2.006893708,6.278333235,324,0,324,#N/A,0
Polygon,135419,135419,Rannoch Moor,Rannoch Moor,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1956,64,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,129,2.11058971,5,Mosaic,100.8429972,2.003645745,80.14678899,1.903886127,6.734962158,468,0,468,#N/A,0
Polygon,555625754,555625754,Ranscombe Farm Reserve,Ranscombe Farm Reserve,Nature Reserve,Nature Reserve,National,0,2006,14,Non-profit organisations,C,Plantlife,GBR,423853.6501,5.627215928,6,Cropland,2.60191448,0.415293018,0.75,-0.124938737,10.22333336,617,94,711,#N/A,0
Polygon,135938,135938,Rassal,Rassal,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1974,46,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,2964.181282,3.47190476,2,Mosaic,10.15461413,1.006663425,178.0869565,2.250632112,7.536956601,405,26.5,431.5,#N/A,0
Polygon,170066,170066,Ray and Crinkle Crags,Ray and Crinkle Crags,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1998,22,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,3177.219919,3.502047277,3,Mosaic,1.469078411,0.167044977,49,1.69019608,6.452777863,415,0,415,#N/A,0
Polygon,135005,135005,Red Craig,Red Craig,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1991,29,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,155.3688031,2.19136382,3,Mosaic,1.05300609,0.022430883,40.66666667,1.609238576,5.966666698,397.5,67,464.5,#N/A,0
Polygon,139898,139898,Red Point Coast,Red Point Coast,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1979,41,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,1219.131262,3.086050468,4,Grassland,1.640241938,0.214907912,196.5,2.293362555,7.966666698,0,0,0,#N/A,0
Polygon,142790,142790,Redgrave and Lopham Fen,Redgrave and Lopham Fen,National Nature Reserve,National Nature Reserve,National,0,1993,27,Federal or national ministry or agency,A,"Natural England, Scottish Natural Heritage, Natural Resources Wales and Department of Environment Northern Ireland",GBR,42091.82985,4.624197806,5,Mosaic,1.267741548,0.103030724,22.66666667,1.355387658,9.680555662,446,0,446,#N/A,0
Polygon,555581506,555581506,Reigate Hill and Gatton Park,Reigate Hill and Gatton Park,Nature Reserve,Nature Reserve,National,0,1912,108,Non-profit organisations,C,National Trust,GBR,514861.6706,5.711690562,5,Mosaic,1.074791307,0.031324145,0.25,-0.602059991,9.722916842,429.5,0,429.5,#N/A,0
Polygon,137885,137885,Rempstone Heaths,Rempstone Heaths,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1987,33,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,240668.572,5.381419381,3,Mosaic,1.698688966,0.230113866,13.5,1.130333768,10.61666679,494,84,578,#N/A,0
Polygon,328965,328965,Renfrewshire Heights,Renfrewshire Heights,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,2005,15,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,191869.226,5.283005324,6,Mosaic,89.25309357,1.950623278,33.06417112,1.51935764,7.946345832,467,0,467,#N/A,0
Polygon,135291,135291,Rescobie and Balgavies Lochs,Rescobie and Balgavies Lochs,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1973,47,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,28502.59759,4.454884441,7,Water bodies,1.652459061,0.218130709,14,1.146128036,8.243333435,420,0,420,#N/A,0
